Cut Code,Period,Phase,Bench,Mat Group,Mat Type,Tonnes,Dens(t/m3)
F40-3288,18M10,40,3288,oarlg,ore,2016,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarhg,ore,2016,2.5
F40-3288,18M10,40,3288,oarhg,ore,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,oarmg,ore,3024,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,7056,2.5
F40-3288,18M10,40,3288,oarmg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,7056,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,1008,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,2016,2.5
F40-3288,18M10,40,3288,oarmg,ore,6048,2.5
F40-3288,18M10,40,3288,oarlg,ore,7056,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,8064,2.5
F40-3288,18M10,40,3288,oarlg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,1008,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,5040,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarhg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,8064,2.5
F40-3288,18M10,40,3288,oarlg,ore,2016,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,wnag,waste,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,oarmg,ore,1008,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,7056,2.5
F40-3288,18M10,40,3288,sarst,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,sarst,ore,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,oarmg,ore,3024,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,5040,2.5
F40-3288,18M10,40,3288,oarmg,ore,3024,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,7056,2.5
F40-3288,18M10,40,3288,oarlg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,7056,2.5
F40-3288,18M10,40,3288,oarhg,ore,2016,2.5
F40-3288,18M10,40,3288,oarmg,ore,6048,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,wnag,waste,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,oarmg,ore,3024,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,5040,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,5040,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,sarst,ore,3024,2.5
F40-3288,18M10,40,3288,oarlg,ore,5040,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,5040,2.5
F40-3288,18M10,40,3288,oarmg,ore,8064,2.5
F40-3288,18M10,40,3288,oarhg,ore,2016,2.5
F40-3288,18M10,40,3288,oarmg,ore,6048,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,oarmg,ore,4032,2.5
F40-3288,18M10,40,3288,oarhg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,oarlg,ore,2016,2.5
F40-3288,18M10,40,3288,oarmg,ore,4032,2.5
F40-3288,18M10,40,3288,oarmg,ore,8064,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,oarmg,ore,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,5040,2.5
F40-3288,18M10,40,3288,oarlg,ore,1008,2.5
F40-3288,18M10,40,3288,oarmg,ore,3024,2.5
F40-3288,18M10,40,3288,oarlg,ore,8064,2.5
F40-3288,18M10,40,3288,oarlg,ore,2016,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarhg,ore,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,5040,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,6048,2.5
F40-3288,18M10,40,3288,oarmg,ore,2016,2.5
F40-3288,18M10,40,3288,wpag2,waste,1936,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,wpag1,waste,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,1008,2.5
F40-3288,18M10,40,3288,sarst,ore,2016,2.5
F40-3288,18M10,40,3288,oarlg,ore,4032,2.5
F40-3288,18M10,40,3288,oarlg,ore,3024,2.5
F40-3288,18M10,40,3288,sarst,ore,5040,2.5
F40-3288,18M10,40,3288,wpag2,waste,928,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,wpag1,waste,3952,2.5
F40-3288,18M10,40,3288,wnag,waste,1008,2.5
F40-3288,18M10,40,3288,oarlg,ore,765.9881366,2.5
F40-3288,18M10,40,3288,oinlg,ore,765.9881366,2.5
F40-3288,18M10,40,3288,sarst,ore,1531.976273,2.5
F50-3336,18M10,50,3336,wnag,waste,2016,2.5
F50-3336,18M10,50,3336,wnag,waste,7056,2.5
F50-3336,18M10,50,3336,wnag,waste,1008,2.5
F50-3336,18M10,50,3336,wnag,waste,4032,2.5
F50-3336,18M10,50,3336,wnag,waste,6048,2.5
F50-3336,18M10,50,3336,wnag,waste,8064,2.5
F50-3336,18M10,50,3336,wnag,waste,8064,2.5
F50-3336,18M10,50,3336,sarst,ore,2016,2.5
F50-3336,18M10,50,3336,wnag,waste,4032,2.5
F50-3336,18M10,50,3336,wnag,waste,6048,2.5
F50-3336,18M10,50,3336,wpag1,waste,1936,2.5
F50-3336,18M10,50,3336,wpag1,waste,1856,2.5
F50-3336,18M10,50,3336,sarst,ore,3024,2.5
F50-3336,18M10,50,3336,wnag,waste,5040,2.5
F50-3336,18M10,50,3336,oarlg,ore,1008,2.5
F50-3336,18M10,50,3336,sarst,ore,4032,2.5
F50-3336,18M10,50,3336,wnag,waste,1008,2.5
F50-3336,18M10,50,3336,wpag1,waste,5040,2.5
F50-3336,18M10,50,3336,wnag,waste,928,2.5
F50-3336,18M10,50,3336,wpag1,waste,5888,2.5
F50-3336,18M10,50,3336,wpag1,waste,7984,2.5
F50-3336,18M10,50,3336,sarst,ore,1008,2.5
F50-3336,18M10,50,3336,wnag,waste,1008,2.5
F50-3336,18M10,50,3336,wpag1,waste,6048,2.5
F50-3336,18M10,50,3336,oarlg,ore,2016,2.5
F50-3336,18M10,50,3336,wpag1,waste,6048,2.5
F50-3336,18M10,50,3336,sarst,ore,1008,2.5
F50-3336,18M10,50,3336,wnag,waste,7056,2.5
F50-3336,18M10,50,3336,oarlg,ore,5040,2.5
F50-3336,18M10,50,3336,sarst,ore,3024,2.5
F50-3336,18M10,50,3336,sarst,ore,4032,2.5
F50-3336,18M10,50,3336,wnag,waste,2016,2.5
F50-3336,18M10,50,3336,oarlg,ore,4032,2.5
F50-3336,18M10,50,3336,oarmg,ore,1008,2.5
F50-3336,18M10,50,3336,wnag,waste,1008,2.5
F50-3336,18M10,50,3336,wpag1,waste,2016,2.5
F50-3336,18M10,50,3336,wpag1,waste,7904,2.5
F50-3336,18M10,50,3336,oarlg,ore,1008,2.5
F50-3336,18M10,50,3336,sarst,ore,2016,2.5
F50-3336,18M10,50,3336,wpag1,waste,5040,2.5
F50-3336,18M10,50,3336,oarhg,ore,1008,2.5
F50-3336,18M10,50,3336,oarlg,ore,2016,2.5
F50-3336,18M10,50,3336,oarmg,ore,3024,2.5
F50-3336,18M10,50,3336,wnag,waste,4032,2.5
F50-3336,18M10,50,3336,wpag1,waste,3024,2.5
F50-3336,18M10,50,3336,wnag,waste,4032,2.5
F50-3336,18M10,50,3336,wpag1,waste,7424,2.5
F50-3336,18M10,50,3336,oarlg,ore,2016,2.5
F50-3336,18M10,50,3336,wnag,waste,2016,2.5
F50-3336,18M10,50,3336,oarlg,ore,4032,2.5
F50-3336,18M10,50,3336,wnag,waste,3024,2.5
F50-3336,18M10,50,3336,wpag1,waste,928,2.5
F50-3336,18M10,50,3336,oarlg,ore,2016,2.5
F50-3336,18M10,50,3336,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wpag1,waste,2016,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,oarhg,ore,3024,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,sarst,ore,4032,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,oarhg,ore,6048,2.5
F50-3328,18M10,50,3328,oarhg,ore,2016,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,oarhg,ore,5040,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,oarhg,ore,5040,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,oarhg,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,4032,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,oinlg,ore,1860.8,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wpag2,waste,928,2.5
F50-3328,18M10,50,3328,oarlg,ore,3972,2.5
F50-3328,18M10,50,3328,oinlg,ore,960,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,oarhg,ore,2016,2.5
F50-3328,18M10,50,3328,oarhg,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,4032,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,8064,2.5
F50-3328,18M10,50,3328,wpag2,waste,996,2.5
F50-3328,18M10,50,3328,oarlg,ore,6048,2.5
F50-3328,18M10,50,3328,oinlc,ore,1040,2.5
F50-3328,18M10,50,3328,wpag2,waste,1983.84,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,6016,2.5
F50-3328,18M10,50,3328,wpag1,waste,1875.2,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oarmg,ore,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oinlg,ore,940.8,2.5
F50-3328,18M10,50,3328,oinmg,ore,2820.8,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,oarlg,ore,4028.8,2.5
F50-3328,18M10,50,3328,oinlg,ore,932.8,2.5
F50-3328,18M10,50,3328,oinmg,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,1856,2.5
F50-3328,18M10,50,3328,oarlg,ore,7056,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,wpag2,waste,1856,2.5
F50-3328,18M10,50,3328,oarlg,ore,976,2.5
F50-3328,18M10,50,3328,oinlg,ore,2784,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wpag2,waste,3973.8,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,2992,2.5
F50-3328,18M10,50,3328,oarlg,ore,4000,2.5
F50-3328,18M10,50,3328,oinlg,ore,2809.6,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oinlg,ore,1856,2.5
F50-3328,18M10,50,3328,oinmg,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wpag1,waste,3712,2.5
F50-3328,18M10,50,3328,oinhg,ore,928,2.5
F50-3328,18M10,50,3328,oinlg,ore,1856,2.5
F50-3328,18M10,50,3328,oinmg,ore,4640,2.5
F50-3328,18M10,50,3328,oinlg,ore,3712,2.5
F50-3328,18M10,50,3328,oinmg,ore,3712,2.5
F50-3328,18M10,50,3328,wpag2,waste,928,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,4032,2.5
F50-3328,18M10,50,3328,oinlg,ore,1856,2.5
F50-3328,18M10,50,3328,sinst,ore,3712,2.5
F50-3328,18M10,50,3328,oinlg,ore,1008,2.5
F50-3328,18M10,50,3328,sinst,ore,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,640,2.5
F50-3328,18M10,50,3328,wpag1,waste,5584,2.5
F50-3328,18M10,50,3328,oinlg,ore,6496,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,oinlg,ore,4560,2.5
F50-3328,18M10,50,3328,wpag1,waste,2496,2.5
F50-3328,18M10,50,3328,oinlg,ore,6496,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,oinlg,ore,3712,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wnag,waste,1856,2.5
F50-3328,18M10,50,3328,wpag1,waste,928,2.5
F50-3328,18M10,50,3328,oinlg,ore,3712,2.5
F50-3328,18M10,50,3328,oinmg,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,2784,2.5
F50-3328,18M10,50,3328,oinlc,ore,928,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wnag,waste,928,2.5
F50-3328,18M10,50,3328,wpag1,waste,3712,2.5
F50-3328,18M10,50,3328,oinlc,ore,1856,2.5
F50-3328,18M10,50,3328,oinlg,ore,2784,2.5
F50-3328,18M10,50,3328,oinmg,ore,2784,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wpag1,waste,2784,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,oinmg,ore,928,2.5
F50-3328,18M10,50,3328,wnag,waste,2016,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,3024,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,wpag2,waste,2016,2.5
F50-3328,18M10,50,3328,wpag2,waste,1008,2.5
F50-3328,18M10,50,3328,wpag2,waste,6048,2.5
F50-3328,18M10,50,3328,wpag1,waste,2016,2.5
F50-3328,18M10,50,3328,wpag2,waste,5120,2.5
F50-3328,18M10,50,3328,wpag2,waste,1280,2.5
F50-3328,18M10,50,3328,oinlg,ore,4720,2.5
F50-3328,18M10,50,3328,oinmg,ore,1008,2.5
F50-3328,18M10,50,3328,oinlg,ore,3712,2.5
F50-3328,18M10,50,3328,oinmg,ore,2784,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,oinlc,ore,928,2.5
F50-3328,18M10,50,3328,oinmg,ore,928,2.5
F50-3328,18M10,50,3328,sinst,ore,3712,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,wpag1,waste,5040,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,5040,2.5
F50-3328,18M10,50,3328,wnag,waste,8064,2.5
F50-3328,18M10,50,3328,oarmg,ore,4032,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wpag2,waste,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,1008,2.5
F50-3328,18M10,50,3328,wpag2,waste,2832.32,2.5
F50-3328,18M10,50,3328,oinlg,ore,1008,2.5
F50-3328,18M10,50,3328,oinmg,ore,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,640,2.5
F50-3328,18M10,50,3328,oinlc,ore,1008,2.5
F50-3328,18M10,50,3328,wpag2,waste,928,2.5
F50-3328,18M10,50,3328,oinhg,ore,1008,2.5
F50-3328,18M10,50,3328,oinlc,ore,4020,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,oinmg,ore,1008,2.5
F50-3328,18M10,50,3328,wpag2,waste,2988,2.5
F50-3328,18M10,50,3328,oinlc,ore,2944,2.5
F50-3328,18M10,50,3328,sinst,ore,928,2.5
F50-3328,18M10,50,3328,wpag2,waste,1992,2.5
F50-3328,18M10,50,3328,oinlc,ore,3712,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,wpag2,waste,1992,2.5
F50-3328,18M10,50,3328,oinlg,ore,928,2.5
F50-3328,18M10,50,3328,wpag1,waste,2944,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wpag1,waste,6048,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,oarmg,ore,5040,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,3024,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,2016,2.5
F50-3328,18M10,50,3328,wpag1,waste,7424,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,wpag1,waste,928,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,3024,2.5
F50-3328,18M10,50,3328,wpag1,waste,2864,2.5
F50-3328,18M10,50,3328,oarlg,ore,6048,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,4032,2.5
F50-3328,18M10,50,3328,sarst,ore,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,oarmg,ore,5040,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,3024,2.5
F50-3328,18M10,50,3328,oarlg,ore,7056,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,oarmg,ore,3024,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,oarmg,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,wnag,waste,8064,2.5
F50-3328,18M10,50,3328,oarlg,ore,6048,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,wnag,waste,5040,2.5
F50-3328,18M10,50,3328,oarlg,ore,5040,2.5
F50-3328,18M10,50,3328,oarmg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,3024,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,3024,2.5
F50-3328,18M10,50,3328,wnag,waste,3024,2.5
F50-3328,18M10,50,3328,sarst,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,7056,2.5
F50-3328,18M10,50,3328,wnag,waste,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,4032,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,2016,2.5
F50-3328,18M10,50,3328,sarst,ore,5040,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,sarst,ore,2016,2.5
F50-3328,18M10,50,3328,wnag,waste,1008,2.5
F50-3328,18M10,50,3328,oarlg,ore,1008,2.5
F50-3328,18M10,50,3328,wnag,waste,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,3024,2.5
F50-3320,18M10,50,3320,sarst,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,3024,2.5
F50-3320,18M10,50,3320,wpag1,waste,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,1008,2.5
F50-3320,18M10,50,3320,oarhg,ore,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,oarmg,ore,3024,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,2016,2.5
F50-3320,18M10,50,3320,wpag1,waste,5040,2.5
F50-3320,18M10,50,3320,oarlg,ore,1008,2.5
F50-3320,18M10,50,3320,sarst,ore,1008,2.5
F50-3320,18M10,50,3320,wpag1,waste,4032,2.5
